uuid,ts,event_seq,full_s3_path,payload_timestamp,mark_summary,cls,coordinate_array,raw_payload,isroll
9a721d4b-3fda-411d-9eac-1e1ac24e5593,2025-09-18 21:46:43,3,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758232002995_full.jpg,1758232003219,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758232002995_full.jpg"",
	""eventSeq"":	3,
	""pictureSeq"":	3,
	""ts"":	1758232003219,
	""msgId"":	""LB010131000A701709023P1758232003219""
}",False
9a721d4b-3fda-411d-9eac-1e1ac24e5593,2025-09-18 21:46:47,3,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758232007249_full.jpg,1758232007466,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758232007249_full.jpg"",
	""eventSeq"":	3,
	""pictureSeq"":	4,
	""ts"":	1758232007466,
	""msgId"":	""LB010131000A701709023P1758232007466""
}",False
9a721d4b-3fda-411d-9eac-1e1ac24e5593,2025-09-18 21:46:51,3,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758232011479_full.jpg,1758232011701,"[{""cls"": ""waste"", ""coordinate"": [888, 501, 1050, 612], ""detScore"": 80, ""reidScore"": 53}, {""cls"": ""waste"", ""coordinate"": [798, 498, 1005, 612], ""detScore"": 51, ""reidScore"": 52}, {""cls"": ""waste"", ""coordinate"": [798, 492, 897, 576], ""detScore"": 29, ""reidScore"": 48}]",waste,"[888, 501, 1050, 612]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	80,
			""reidScore"":	53,
			""coordinate"":	[888, 501, 1050, 612]
		}, {
			""cls"":	""waste"",
			""detScore"":	51,
			""reidScore"":	52,
			""coordinate"":	[798, 498, 1005, 612]
		}, {
			""cls"":	""waste"",
			""detScore"":	29,
			""reidScore"":	48,
			""coordinate"":	[798, 492, 897, 576]
		}],
	""fullId"":	""1758232011479_full.jpg"",
	""eventSeq"":	3,
	""pictureSeq"":	5,
	""ts"":	1758232011701,
	""msgId"":	""LB010131000A701709023P1758232011701""
}",False
9a721d4b-3fda-411d-9eac-1e1ac24e5593,2025-09-18 21:46:55,3,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758232015472_full.jpg,1758232015644,"[{""cls"": ""waste"", ""coordinate"": [885, 444, 1026, 570], ""detScore"": 86, ""reidScore"": 51}]",waste,"[885, 444, 1026, 570]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	86,
			""reidScore"":	51,
			""coordinate"":	[885, 444, 1026, 570]
		}],
	""fullId"":	""1758232015472_full.jpg"",
	""eventSeq"":	3,
	""pictureSeq"":	6,
	""ts"":	1758232015644,
	""msgId"":	""LB010131000A701709023P1758232015644""
}",False
9a721d4b-3fda-411d-9eac-1e1ac24e5593,2025-09-18 21:46:59,3,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758232019736_full.jpg,1758232019920,"[{""cls"": ""waste"", ""coordinate"": [882, 429, 1008, 540], ""detScore"": 30, ""reidScore"": 52}]",waste,"[882, 429, 1008, 540]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	30,
			""reidScore"":	52,
			""coordinate"":	[882, 429, 1008, 540]
		}],
	""fullId"":	""1758232019736_full.jpg"",
	""eventSeq"":	3,
	""pictureSeq"":	7,
	""ts"":	1758232019920,
	""msgId"":	""LB010131000A701709023P1758232019920""
}",False
9a721d4b-3fda-411d-9eac-1e1ac24e5593,2025-09-18 21:47:16,3,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758232035882_full.jpg,1758232036074,"[{""cls"": ""waste"", ""coordinate"": [876, 357, 1008, 489], ""detScore"": 93, ""reidScore"": 54}]",waste,"[876, 357, 1008, 489]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	93,
			""reidScore"":	54,
			""coordinate"":	[876, 357, 1008, 489]
		}],
	""fullId"":	""1758232035882_full.jpg"",
	""eventSeq"":	3,
	""pictureSeq"":	8,
	""ts"":	1758232036074,
	""msgId"":	""LB010131000A701709023P1758232036074""
}",True
0781ea4d-00a9-4e28-b3fb-ca8e1f2155d9,2025-09-19 01:01:15,4,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758243675169_full.jpg,1758243675382,"[{""cls"": ""waste"", ""coordinate"": [861, 843, 894, 873], ""detScore"": 87, ""reidScore"": 57}]",waste,"[861, 843, 894, 873]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	87,
			""reidScore"":	57,
			""coordinate"":	[861, 843, 894, 873]
		}],
	""fullId"":	""1758243675169_full.jpg"",
	""eventSeq"":	4,
	""pictureSeq"":	1,
	""ts"":	1758243675382,
	""msgId"":	""LB010131000A701709023P1758243675382""
}",False
0781ea4d-00a9-4e28-b3fb-ca8e1f2155d9,2025-09-19 01:01:28,4,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758243688321_full.jpg,1758243688534,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758243688321_full.jpg"",
	""eventSeq"":	4,
	""pictureSeq"":	2,
	""ts"":	1758243688534,
	""msgId"":	""LB010131000A701709023P1758243688534""
}",False
0781ea4d-00a9-4e28-b3fb-ca8e1f2155d9,2025-09-19 01:01:32,4,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758243692561_full.jpg,1758243692804,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758243692561_full.jpg"",
	""eventSeq"":	4,
	""pictureSeq"":	3,
	""ts"":	1758243692804,
	""msgId"":	""LB010131000A701709023P1758243692804""
}",False
0781ea4d-00a9-4e28-b3fb-ca8e1f2155d9,2025-09-19 01:01:37,4,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758243696799_full.jpg,1758243697060,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758243696799_full.jpg"",
	""eventSeq"":	4,
	""pictureSeq"":	4,
	""ts"":	1758243697060,
	""msgId"":	""LB010131000A701709023P1758243697060""
}",False
0781ea4d-00a9-4e28-b3fb-ca8e1f2155d9,2025-09-19 01:01:41,4,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758243701113_full.jpg,1758243701355,"[{""cls"": ""waste"", ""coordinate"": [858, 480, 990, 597], ""detScore"": 93, ""reidScore"": 54}]",waste,"[858, 480, 990, 597]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	93,
			""reidScore"":	54,
			""coordinate"":	[858, 480, 990, 597]
		}],
	""fullId"":	""1758243701113_full.jpg"",
	""eventSeq"":	4,
	""pictureSeq"":	5,
	""ts"":	1758243701355,
	""msgId"":	""LB010131000A701709023P1758243701355""
}",False
0781ea4d-00a9-4e28-b3fb-ca8e1f2155d9,2025-09-19 01:01:45,4,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758243705099_full.jpg,1758243705330,"[{""cls"": ""waste"", ""coordinate"": [846, 429, 972, 561], ""detScore"": 93, ""reidScore"": 54}, {""cls"": ""waste"", ""coordinate"": [978, 483, 1047, 546], ""detScore"": 36, ""reidScore"": 56}]",waste,"[846, 429, 972, 561]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	93,
			""reidScore"":	54,
			""coordinate"":	[846, 429, 972, 561]
		}, {
			""cls"":	""waste"",
			""detScore"":	36,
			""reidScore"":	56,
			""coordinate"":	[978, 483, 1047, 546]
		}],
	""fullId"":	""1758243705099_full.jpg"",
	""eventSeq"":	4,
	""pictureSeq"":	6,
	""ts"":	1758243705330,
	""msgId"":	""LB010131000A701709023P1758243705330""
}",False
0781ea4d-00a9-4e28-b3fb-ca8e1f2155d9,2025-09-19 01:01:49,4,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758243709405_full.jpg,1758243709644,"[{""cls"": ""waste"", ""coordinate"": [831, 426, 1032, 537], ""detScore"": 77, ""reidScore"": 55}, {""cls"": ""waste"", ""coordinate"": [939, 435, 1038, 510], ""detScore"": 41, ""reidScore"": 55}]",waste,"[831, 426, 1032, 537]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	77,
			""reidScore"":	55,
			""coordinate"":	[831, 426, 1032, 537]
		}, {
			""cls"":	""waste"",
			""detScore"":	41,
			""reidScore"":	55,
			""coordinate"":	[939, 435, 1038, 510]
		}],
	""fullId"":	""1758243709405_full.jpg"",
	""eventSeq"":	4,
	""pictureSeq"":	7,
	""ts"":	1758243709644,
	""msgId"":	""LB010131000A701709023P1758243709644""
}",False
0781ea4d-00a9-4e28-b3fb-ca8e1f2155d9,2025-09-19 01:02:05,4,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758243725714_full.jpg,1758243725991,"[{""cls"": ""waste"", ""coordinate"": [828, 336, 978, 483], ""detScore"": 93, ""reidScore"": 54}, {""cls"": ""waste"", ""coordinate"": [981, 408, 1032, 471], ""detScore"": 89, ""reidScore"": 54}]",waste,"[828, 336, 978, 483]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	93,
			""reidScore"":	54,
			""coordinate"":	[828, 336, 978, 483]
		}, {
			""cls"":	""waste"",
			""detScore"":	89,
			""reidScore"":	54,
			""coordinate"":	[981, 408, 1032, 471]
		}],
	""fullId"":	""1758243725714_full.jpg"",
	""eventSeq"":	4,
	""pictureSeq"":	8,
	""ts"":	1758243725991,
	""msgId"":	""LB010131000A701709023P1758243725991""
}",True
522dffe5-ecc6-4e43-8570-1e1edba6d282,2025-09-19 04:04:15,5,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758254654753_full.jpg,1758254655048,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758254654753_full.jpg"",
	""eventSeq"":	5,
	""pictureSeq"":	1,
	""ts"":	1758254655048,
	""msgId"":	""LB010131000A701709023P1758254655048""
}",False
522dffe5-ecc6-4e43-8570-1e1edba6d282,2025-09-19 04:04:28,5,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758254667609_full.jpg,1758254668041,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758254667609_full.jpg"",
	""eventSeq"":	5,
	""pictureSeq"":	2,
	""ts"":	1758254668041,
	""msgId"":	""LB010131000A701709023P1758254668041""
}",False
522dffe5-ecc6-4e43-8570-1e1edba6d282,2025-09-19 04:04:32,5,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758254671837_full.jpg,1758254672240,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758254671837_full.jpg"",
	""eventSeq"":	5,
	""pictureSeq"":	3,
	""ts"":	1758254672240,
	""msgId"":	""LB010131000A701709023P1758254672240""
}",False
522dffe5-ecc6-4e43-8570-1e1edba6d282,2025-09-19 04:04:36,5,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758254675818_full.jpg,1758254676159,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758254675818_full.jpg"",
	""eventSeq"":	5,
	""pictureSeq"":	4,
	""ts"":	1758254676159,
	""msgId"":	""LB010131000A701709023P1758254676159""
}",False
522dffe5-ecc6-4e43-8570-1e1edba6d282,2025-09-19 04:04:40,5,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758254680052_full.jpg,1758254680380,"[{""cls"": ""waste"", ""coordinate"": [573, 153, 615, 207], ""detScore"": 29, ""reidScore"": 56}]",waste,"[573, 153, 615, 207]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	29,
			""reidScore"":	56,
			""coordinate"":	[573, 153, 615, 207]
		}],
	""fullId"":	""1758254680052_full.jpg"",
	""eventSeq"":	5,
	""pictureSeq"":	5,
	""ts"":	1758254680380,
	""msgId"":	""LB010131000A701709023P1758254680380""
}",False
522dffe5-ecc6-4e43-8570-1e1edba6d282,2025-09-19 04:04:44,5,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758254684301_full.jpg,1758254684605,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758254684301_full.jpg"",
	""eventSeq"":	5,
	""pictureSeq"":	6,
	""ts"":	1758254684605,
	""msgId"":	""LB010131000A701709023P1758254684605""
}",False
522dffe5-ecc6-4e43-8570-1e1edba6d282,2025-09-19 04:04:48,5,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758254688528_full.jpg,1758254688857,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758254688528_full.jpg"",
	""eventSeq"":	5,
	""pictureSeq"":	7,
	""ts"":	1758254688857,
	""msgId"":	""LB010131000A701709023P1758254688857""
}",False
522dffe5-ecc6-4e43-8570-1e1edba6d282,2025-09-19 04:05:05,5,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758254704636_full.jpg,1758254705064,"[{""cls"": ""waste"", ""coordinate"": [0, 0, 0, 0], ""detScore"": 0, ""reidScore"": 0}]",waste,"[0, 0, 0, 0]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	0,
			""reidScore"":	0,
			""coordinate"":	[0, 0, 0, 0]
		}],
	""fullId"":	""1758254704636_full.jpg"",
	""eventSeq"":	5,
	""pictureSeq"":	8,
	""ts"":	1758254705064,
	""msgId"":	""LB010131000A701709023P1758254705064""
}",True
