uuid,ts,event_seq,full_s3_path,payload_timestamp,mark_summary,cls,coordinate_array,raw_payload,isroll
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 21:56:35,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146195151_full.jpg,1758146195378,"[{""cls"": ""waste"", ""coordinate"": [684, 306, 861, 510], ""detScore"": 93, ""reidScore"": 51}]",waste,"[684, 306, 861, 510]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	93,
			""reidScore"":	51,
			""coordinate"":	[684, 306, 861, 510]
		}],
	""fullId"":	""1758146195151_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	7,
	""ts"":	1758146195378,
	""msgId"":	""LB010131000A701709023P1758146195378""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 21:56:42,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146202088_full.jpg,1758146202410,"[{""cls"": ""waste"", ""coordinate"": [690, 396, 864, 582], ""detScore"": 93, ""reidScore"": 53}, {""cls"": ""waste"", ""coordinate"": [492, 57, 582, 168], ""detScore"": 47, ""reidScore"": 49}]",waste,"[690, 396, 864, 582]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	93,
			""reidScore"":	53,
			""coordinate"":	[690, 396, 864, 582]
		}, {
			""cls"":	""waste"",
			""detScore"":	47,
			""reidScore"":	49,
			""coordinate"":	[492, 57, 582, 168]
		}],
	""fullId"":	""1758146202088_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758146202410,
	""msgId"":	""LB010131000A701709023P1758146202410""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 21:56:43,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146203416_full.jpg,1758146203643,"[{""cls"": ""waste"", ""coordinate"": [687, 360, 861, 555], ""detScore"": 93, ""reidScore"": 53}, {""cls"": ""waste"", ""coordinate"": [465, 45, 564, 147], ""detScore"": 42, ""reidScore"": 48}]",waste,"[687, 360, 861, 555]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	93,
			""reidScore"":	53,
			""coordinate"":	[687, 360, 861, 555]
		}, {
			""cls"":	""waste"",
			""detScore"":	42,
			""reidScore"":	48,
			""coordinate"":	[465, 45, 564, 147]
		}],
	""fullId"":	""1758146203416_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758146203643,
	""msgId"":	""LB010131000A701709023P1758146203643""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 21:57:10,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146230380_full.jpg,1758146230662,"[{""cls"": ""waste"", ""coordinate"": [459, 51, 564, 150], ""detScore"": 78, ""reidScore"": 49}]",waste,"[459, 51, 564, 150]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	78,
			""reidScore"":	49,
			""coordinate"":	[459, 51, 564, 150]
		}],
	""fullId"":	""1758146230380_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758146230662,
	""msgId"":	""LB010131000A701709023P1758146230662""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 21:57:20,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146239957_full.jpg,1758146240265,"[{""cls"": ""waste"", ""coordinate"": [645, 198, 816, 309], ""detScore"": 34, ""reidScore"": 51}]",waste,"[645, 198, 816, 309]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	34,
			""reidScore"":	51,
			""coordinate"":	[645, 198, 816, 309]
		}],
	""fullId"":	""1758146239957_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758146240265,
	""msgId"":	""LB010131000A701709023P1758146240265""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 21:57:28,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146248333_full.jpg,1758146248641,"[{""cls"": ""waste"", ""coordinate"": [684, 513, 834, 654], ""detScore"": 40, ""reidScore"": 51}]",waste,"[684, 513, 834, 654]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	40,
			""reidScore"":	51,
			""coordinate"":	[684, 513, 834, 654]
		}],
	""fullId"":	""1758146248333_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758146248641,
	""msgId"":	""LB010131000A701709023P1758146248641""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 21:57:36,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146256609_full.jpg,1758146256874,"[{""cls"": ""waste"", ""coordinate"": [594, 81, 681, 219], ""detScore"": 92, ""reidScore"": 50}]",waste,"[594, 81, 681, 219]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	92,
			""reidScore"":	50,
			""coordinate"":	[594, 81, 681, 219]
		}],
	""fullId"":	""1758146256609_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758146256874,
	""msgId"":	""LB010131000A701709023P1758146256874""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 21:58:23,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146303016_full.jpg,1758146303349,"[{""cls"": ""waste"", ""coordinate"": [354, 42, 402, 63], ""detScore"": 41, ""reidScore"": 52}]",waste,"[354, 42, 402, 63]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	41,
			""reidScore"":	52,
			""coordinate"":	[354, 42, 402, 63]
		}],
	""fullId"":	""1758146303016_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758146303349,
	""msgId"":	""LB010131000A701709023P1758146303349""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 22:05:13,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758146712861_full.jpg,1758146713159,"[{""cls"": ""waste"", ""coordinate"": [1185, 891, 1347, 984], ""detScore"": 62, ""reidScore"": 57}]",waste,"[1185, 891, 1347, 984]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	62,
			""reidScore"":	57,
			""coordinate"":	[1185, 891, 1347, 984]
		}],
	""fullId"":	""1758146712861_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758146713159,
	""msgId"":	""LB010131000A701709023P1758146713159""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 22:17:03,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758147423368_full.jpg,1758147423741,"[{""cls"": ""waste"", ""coordinate"": [633, 747, 726, 945], ""detScore"": 31, ""reidScore"": 50}]",waste,"[633, 747, 726, 945]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	31,
			""reidScore"":	50,
			""coordinate"":	[633, 747, 726, 945]
		}],
	""fullId"":	""1758147423368_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758147423741,
	""msgId"":	""LB010131000A701709023P1758147423741""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 22:17:37,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758147457472_full.jpg,1758147457799,"[{""cls"": ""waste"", ""coordinate"": [633, 756, 726, 948], ""detScore"": 30, ""reidScore"": 50}]",waste,"[633, 756, 726, 948]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	30,
			""reidScore"":	50,
			""coordinate"":	[633, 756, 726, 948]
		}],
	""fullId"":	""1758147457472_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758147457799,
	""msgId"":	""LB010131000A701709023P1758147457799""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-17 22:19:05,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758147544776_full.jpg,1758147545140,"[{""cls"": ""waste"", ""coordinate"": [633, 693, 729, 948], ""detScore"": 26, ""reidScore"": 52}]",waste,"[633, 693, 729, 948]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	26,
			""reidScore"":	52,
			""coordinate"":	[633, 693, 729, 948]
		}],
	""fullId"":	""1758147544776_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758147545140,
	""msgId"":	""LB010131000A701709023P1758147545140""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:27:25,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155245462_full.jpg,1758155245750,"[{""cls"": ""waste"", ""coordinate"": [630, 819, 729, 945], ""detScore"": 56, ""reidScore"": 57}]",waste,"[630, 819, 729, 945]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	56,
			""reidScore"":	57,
			""coordinate"":	[630, 819, 729, 945]
		}],
	""fullId"":	""1758155245462_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155245750,
	""msgId"":	""LB010131000A701709023P1758155245750""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:27:42,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155262095_full.jpg,1758155262360,"[{""cls"": ""waste"", ""coordinate"": [852, 528, 939, 594], ""detScore"": 67, ""reidScore"": 57}]",waste,"[852, 528, 939, 594]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	67,
			""reidScore"":	57,
			""coordinate"":	[852, 528, 939, 594]
		}],
	""fullId"":	""1758155262095_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155262360,
	""msgId"":	""LB010131000A701709023P1758155262360""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:27:50,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155270468_full.jpg,1758155270773,"[{""cls"": ""waste"", ""coordinate"": [855, 531, 939, 597], ""detScore"": 82, ""reidScore"": 57}]",waste,"[855, 531, 939, 597]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	82,
			""reidScore"":	57,
			""coordinate"":	[855, 531, 939, 597]
		}],
	""fullId"":	""1758155270468_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155270773,
	""msgId"":	""LB010131000A701709023P1758155270773""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:27:59,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155278844_full.jpg,1758155279216,"[{""cls"": ""waste"", ""coordinate"": [855, 531, 939, 597], ""detScore"": 67, ""reidScore"": 56}]",waste,"[855, 531, 939, 597]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	67,
			""reidScore"":	56,
			""coordinate"":	[855, 531, 939, 597]
		}],
	""fullId"":	""1758155278844_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155279216,
	""msgId"":	""LB010131000A701709023P1758155279216""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:28:07,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155287166_full.jpg,1758155287517,"[{""cls"": ""waste"", ""coordinate"": [852, 528, 942, 594], ""detScore"": 66, ""reidScore"": 59}]",waste,"[852, 528, 942, 594]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	66,
			""reidScore"":	59,
			""coordinate"":	[852, 528, 942, 594]
		}],
	""fullId"":	""1758155287166_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155287517,
	""msgId"":	""LB010131000A701709023P1758155287517""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:28:15,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155295537_full.jpg,1758155295895,"[{""cls"": ""waste"", ""coordinate"": [852, 531, 939, 597], ""detScore"": 59, ""reidScore"": 57}]",waste,"[852, 531, 939, 597]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	59,
			""reidScore"":	57,
			""coordinate"":	[852, 531, 939, 597]
		}],
	""fullId"":	""1758155295537_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155295895,
	""msgId"":	""LB010131000A701709023P1758155295895""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:28:24,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155303763_full.jpg,1758155304098,"[{""cls"": ""waste"", ""coordinate"": [855, 528, 939, 594], ""detScore"": 60, ""reidScore"": 56}]",waste,"[855, 528, 939, 594]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	60,
			""reidScore"":	56,
			""coordinate"":	[855, 528, 939, 594]
		}],
	""fullId"":	""1758155303763_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155304098,
	""msgId"":	""LB010131000A701709023P1758155304098""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:28:32,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155312121_full.jpg,1758155312399,"[{""cls"": ""waste"", ""coordinate"": [852, 531, 939, 597], ""detScore"": 52, ""reidScore"": 58}]",waste,"[852, 531, 939, 597]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	52,
			""reidScore"":	58,
			""coordinate"":	[852, 531, 939, 597]
		}],
	""fullId"":	""1758155312121_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155312399,
	""msgId"":	""LB010131000A701709023P1758155312399""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:28:40,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155320482_full.jpg,1758155320852,"[{""cls"": ""waste"", ""coordinate"": [852, 528, 939, 597], ""detScore"": 73, ""reidScore"": 58}]",waste,"[852, 528, 939, 597]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	73,
			""reidScore"":	58,
			""coordinate"":	[852, 528, 939, 597]
		}],
	""fullId"":	""1758155320482_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155320852,
	""msgId"":	""LB010131000A701709023P1758155320852""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:28:49,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155328699_full.jpg,1758155329090,"[{""cls"": ""waste"", ""coordinate"": [852, 531, 939, 597], ""detScore"": 64, ""reidScore"": 57}]",waste,"[852, 531, 939, 597]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	64,
			""reidScore"":	57,
			""coordinate"":	[852, 531, 939, 597]
		}],
	""fullId"":	""1758155328699_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155329090,
	""msgId"":	""LB010131000A701709023P1758155329090""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:28:57,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155336855_full.jpg,1758155337113,"[{""cls"": ""waste"", ""coordinate"": [852, 528, 939, 594], ""detScore"": 62, ""reidScore"": 57}]",waste,"[852, 528, 939, 594]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	62,
			""reidScore"":	57,
			""coordinate"":	[852, 528, 939, 594]
		}],
	""fullId"":	""1758155336855_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155337113,
	""msgId"":	""LB010131000A701709023P1758155337113""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:29:05,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155345202_full.jpg,1758155345622,"[{""cls"": ""waste"", ""coordinate"": [852, 531, 936, 594], ""detScore"": 63, ""reidScore"": 56}]",waste,"[852, 531, 936, 594]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	63,
			""reidScore"":	56,
			""coordinate"":	[852, 531, 936, 594]
		}],
	""fullId"":	""1758155345202_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155345622,
	""msgId"":	""LB010131000A701709023P1758155345622""
}",False
ee75b4d0-c05f-4e34-8d8e-89d62d582bd0,2025-09-18 00:29:13,1,s3://hls-video-cloud-storage-test-hk/member/199012549/device/LB010131000A701709023P/1758155353409_full.jpg,1758155353776,"[{""cls"": ""waste"", ""coordinate"": [852, 528, 939, 594], ""detScore"": 60, ""reidScore"": 57}]",waste,"[852, 528, 939, 594]","{
	""cmd"":	""FECES_RECOGNITION_EVENTS"",
	""markSummary"":	[{
			""cls"":	""waste"",
			""detScore"":	60,
			""reidScore"":	57,
			""coordinate"":	[852, 528, 939, 594]
		}],
	""fullId"":	""1758155353409_full.jpg"",
	""eventSeq"":	1,
	""pictureSeq"":	8,
	""ts"":	1758155353776,
	""msgId"":	""LB010131000A701709023P1758155353776""
}",False
